posting_id,posting_title_j,posting_title_s,company_name_j,company_name_s,company_name_clean_j,company_name_clean_s,job_category,job_category_kor,posting_tech_stack,experience_j,experience_s,education_j,education_s,employment_type,salary,position,company_keywords_jumpit,company_tech_stack,company_type,industry,start_datetime,end_datetime,posting_views_total,applicants_total,exp_min,exp_max,edu_category
51747131,개발계획 및 개발진행 PM(10-14년),개발계획 및 개발진행 PM(10-14년),WATA Inc.,(주)와따에이아이,WATA Inc.,와따에이아이,12,개발 PM,GitHub;Jira;Java;AWS;RDB;AWSCloudDevelopmentKit;RESTAPI;SpringFramework,경력 10~14년,경력 10~14년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접 후 결정,"","평균연봉 상위 10%;스타트업;급성장중;장기근속 포상;자유로운 연차;점심지원;평균연봉 7,000 이상",C#;Java;C++;SW;JSP;GitHub;R Language;React;Jira;AWS Cloud Development Kit;REST API;RDB;Linux;Unity;Objective-C;Spring Framework;Swift;Android OS;AWS;Python,스타트업;중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업,2025.09.04 00:00,2025.10.03 23:59,20,,10,14,초대졸(예정)
51747131,개발계획 및 개발진행 PM(10-14년),개발계획 및 개발진행 PM(10-14년),WATA Inc.,(주)와따에이아이,WATA Inc.,와따에이아이,3,웹 풀스택 개발자,GitHub;Jira;Java;AWS;RDB;AWSCloudDevelopmentKit;RESTAPI;SpringFramework,경력 10~14년,경력 10~14년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접 후 결정,"","평균연봉 상위 10%;스타트업;급성장중;장기근속 포상;자유로운 연차;점심지원;평균연봉 7,000 이상",C#;Java;C++;SW;JSP;GitHub;R Language;React;Jira;AWS Cloud Development Kit;REST API;RDB;Linux;Unity;Objective-C;Spring Framework;Swift;Android OS;AWS;Python,스타트업;중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업,2025.09.04 00:00,2025.10.03 23:59,20,,10,14,초대졸(예정)
51593464,개발자,개발자,베스텔라랩,(주)베스텔라랩,베스텔라랩,베스텔라랩,12,개발 PM,Python;SpringBoot;AWS;Git;ROS;SQL;C;C++;Linux;SW,경력 5~14년,경력 5~14년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",급성장중;아기 유니콘;시리즈A 투자유치,C#;C;GitHub;Spring Boot;iOS;R;NoSql;VPN;JavaScript;MySQL;PHP;Embedded;AWS;Ccnp;Python;Java;C++;SW;MariaDB;Router;Ccna;React;SQL;Kotlin;Git;Linux;OpenCV;GCP;ROS;Spring Framework;Swift;React Native,중소기업;주식회사,응용 소프트웨어 개발 및 공급업,2025.08.19 00:00,2025.09.17 23:59,131,3,5,14,대졸(예정)
51593464,개발자,개발자,베스텔라랩,(주)베스텔라랩,베스텔라랩,베스텔라랩,15,SW/솔루션,Python;SpringBoot;AWS;Git;ROS;SQL;C;C++;Linux;SW,경력 5~14년,경력 5~14년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",급성장중;아기 유니콘;시리즈A 투자유치,C#;C;GitHub;Spring Boot;iOS;R;NoSql;VPN;JavaScript;MySQL;PHP;Embedded;AWS;Ccnp;Python;Java;C++;SW;MariaDB;Router;Ccna;React;SQL;Kotlin;Git;Linux;OpenCV;GCP;ROS;Spring Framework;Swift;React Native,중소기업;주식회사,응용 소프트웨어 개발 및 공급업,2025.08.19 00:00,2025.09.17 23:59,131,3,5,14,대졸(예정)
51593464,개발자,개발자,베스텔라랩,(주)베스텔라랩,베스텔라랩,베스텔라랩,3,웹 풀스택 개발자,Python;SpringBoot;AWS;Git;ROS;SQL;C;C++;Linux;SW,경력 5~14년,경력 5~14년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",급성장중;아기 유니콘;시리즈A 투자유치,C#;C;GitHub;Spring Boot;iOS;R;NoSql;VPN;JavaScript;MySQL;PHP;Embedded;AWS;Ccnp;Python;Java;C++;SW;MariaDB;Router;Ccna;React;SQL;Kotlin;Git;Linux;OpenCV;GCP;ROS;Spring Framework;Swift;React Native,중소기업;주식회사,응용 소프트웨어 개발 및 공급업,2025.08.19 00:00,2025.09.17 23:59,131,3,5,14,대졸(예정)
51592951,Product manager,Product manager,유비퍼스트대원,(주)유비퍼스트대원,유비퍼스트대원,유비퍼스트대원,12,개발 PM,Figma;MicrosoftExcel,경력 3~10년,경력 3~10년,무관,학력무관,정규직,면접 후 결정,"",연봉상승률 15% 이상;포티투닷 계열사;휴가비 지원;점심지원,Java;CSS 3;C++;C;Kafka;Spring Boot;Amazon EKS;iOS;React;Kotlin;Vue.js;Figma;MySQL;Flutter;Oracle;Android OS;OpenAPI;AWS;Microsoft Excel;DB;Python,중소기업,무선 및 위성 통신업,2025.08.20 00:00,2025.09.18 23:59,80,4,3,10,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51592951,Product manager,Product manager,유비퍼스트대원,(주)유비퍼스트대원,유비퍼스트대원,유비퍼스트대원,3,웹 풀스택 개발자,Figma;MicrosoftExcel,경력 3~10년,경력 3~10년,무관,학력무관,정규직,면접 후 결정,"",연봉상승률 15% 이상;포티투닷 계열사;휴가비 지원;점심지원,Java;CSS 3;C++;C;Kafka;Spring Boot;Amazon EKS;iOS;React;Kotlin;Vue.js;Figma;MySQL;Flutter;Oracle;Android OS;OpenAPI;AWS;Microsoft Excel;DB;Python,중소기업,무선 및 위성 통신업,2025.08.20 00:00,2025.09.18 23:59,80,4,3,10,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51562409,개발팀장,개발팀장,아이트럭,(주)아이트럭,아이트럭,아이트럭,12,개발 PM,MachineLearning;AI/인공지능,경력 7~20년,경력 7~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",점심지원;매출액 20% 지속성장;간식 제공;성과급/상여금,Ubuntu;Java;AI/인공지능;scikit-learn;GitHub;Node.js;MachineLearning;NumPy;Kotlin;SQL;TypeScript;REST API;Vue.js;MySQL;JavaScript;Pandas;BigData;Keras;AWS;Python,중소기업;주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업,2025.08.16 00:00,2025.09.14 23:59,240,15,7,20,대졸(예정)
51562409,개발팀장,개발팀장,아이트럭,(주)아이트럭,아이트럭,아이트럭,3,웹 풀스택 개발자,MachineLearning;AI/인공지능,경력 7~20년,경력 7~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",점심지원;매출액 20% 지속성장;간식 제공;성과급/상여금,Ubuntu;Java;AI/인공지능;scikit-learn;GitHub;Node.js;MachineLearning;NumPy;Kotlin;SQL;TypeScript;REST API;Vue.js;MySQL;JavaScript;Pandas;BigData;Keras;AWS;Python,중소기업;주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업,2025.08.16 00:00,2025.09.14 23:59,240,15,7,20,대졸(예정)
51755073,R&D 기술전략실 PM 채용,R&D 기술전략실 PM 채용,채비,채비(주),채비,채비,12,개발 PM,SW,경력 7~20년,경력 7~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"",매출액 500억 기업;자유로운 연차;프리한 복장,C#;Java;C;SW;Autocad;Pads;Windows;WPF;Orcad;PCB;HW;FW;Linux;Analog;SMPS;Embedded;Android OS,중소기업;주식회사;외부감사법인;수출입 기업,기타 전기 변환장치 제조업,2025.09.08 00:00,2025.10.07 23:59,32,,7,20,대졸(예정)
51755073,R&D 기술전략실 PM 채용,R&D 기술전략실 PM 채용,채비,채비(주),채비,채비,3,웹 풀스택 개발자,SW,경력 7~20년,경력 7~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"",매출액 500억 기업;자유로운 연차;프리한 복장,C#;Java;C;SW;Autocad;Pads;Windows;WPF;Orcad;PCB;HW;FW;Linux;Analog;SMPS;Embedded;Android OS,중소기업;주식회사;외부감사법인;수출입 기업,기타 전기 변환장치 제조업,2025.09.08 00:00,2025.10.07 23:59,32,,7,20,대졸(예정)
51606784,IT 서비스 운영 및 외주관리 PM,IT 서비스 운영 및 외주관리 PM,더블유쇼핑,(주)더블유쇼핑,더블유쇼핑,더블유쇼핑,12,개발 PM,Spring;Thymeleaf;Oracle;Java;SQL,경력 8~12년,경력 8~12년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",장기근속 포상;미디어윌홀딩스 계열사;매출액 1000억 기업;2호선 역세권 기업,Java;Thymeleaf;Spring;Oracle;SQL,1000대기업;중견기업;주식회사;외부감사법인,위성 및 기타 방송업,2025.08.21 00:00,2025.09.19 23:59,410,50,8,12,대졸(예정)
51606784,IT 서비스 운영 및 외주관리 PM,IT 서비스 운영 및 외주관리 PM,더블유쇼핑,(주)더블유쇼핑,더블유쇼핑,더블유쇼핑,3,웹 풀스택 개발자,Spring;Thymeleaf;Oracle;Java;SQL,경력 8~12년,경력 8~12년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",장기근속 포상;미디어윌홀딩스 계열사;매출액 1000억 기업;2호선 역세권 기업,Java;Thymeleaf;Spring;Oracle;SQL,1000대기업;중견기업;주식회사;외부감사법인,위성 및 기타 방송업,2025.08.21 00:00,2025.09.19 23:59,410,50,8,12,대졸(예정)
51648655,블록체인 서비스 기획자/PM 채용,블록체인 서비스 기획자/PM 채용,온블록,(주)온블록,온블록,온블록,12,개발 PM,Nft;AzureCosmosDB;GitUI;Figma,경력 1~10년,경력 1~10년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"","평균연봉 상위 10%;연봉상승률 20% 이상;자유로운 연차;2호선 역세권 기업;유연근무제;점심지원;평균연봉 7,000 이상",Golang;Git;Figma;Azure Cosmos DB;GitHub;MySQL;Jira;AWS;Nft;Python;Kubernetes;GitUI,중소기업;외국인 투자기업;주식회사,응용 소프트웨어 개발 및 공급업,2025.08.26 00:00,2025.09.24 23:59,115,13,1,10,대졸(예정)
51648655,블록체인 서비스 기획자/PM 채용,블록체인 서비스 기획자/PM 채용,온블록,(주)온블록,온블록,온블록,3,웹 풀스택 개발자,Nft;AzureCosmosDB;GitUI;Figma,경력 1~10년,경력 1~10년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"","평균연봉 상위 10%;연봉상승률 20% 이상;자유로운 연차;2호선 역세권 기업;유연근무제;점심지원;평균연봉 7,000 이상",Golang;Git;Figma;Azure Cosmos DB;GitHub;MySQL;Jira;AWS;Nft;Python;Kubernetes;GitUI,중소기업;외국인 투자기업;주식회사,응용 소프트웨어 개발 및 공급업,2025.08.26 00:00,2025.09.24 23:59,115,13,1,10,대졸(예정)
51553096,Technical Product Manager,Technical Product Manager,누비랩,(주)누비랩,누비랩,누비랩,12,개발 PM,yolo;TypeScript;React;Node.js;JavaScript;AWS;Docker;Kotlin;Spring;GitHub,경력 5~15년,경력 5~15년,무관,학력무관,정규직,면접 후 결정,"",급성장중;자유로운 연차;휴가비 지원;아기 유니콘;유연근무제;점심지원,MVVM;GitHub;PostgreSQL;Recoil;Prometheus;Spring Boot;Next.js;Svelte;Yarn;Grafana;fastlane;TypeScript;REST API;GitHub Actions;NLP;PyTorch;Docker;JavaScript;MySQL;Notion;Remix;Flutter;CodePush;AWS;Spring Batch;Angular 2;NestJS;Python;yolo;Rust;QueryDSL;Loki;Argo;Node.js;Google Docs;Vite;Spring;React;Kotlin;TypeORM;Vue.js;Figma;Slack;Swift;React Native;Webpack;Kubernetes,기타;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,2025.08.13 00:00,2025.09.11 23:59,90,,5,15,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51553096,Technical Product Manager,Technical Product Manager,누비랩,(주)누비랩,누비랩,누비랩,3,웹 풀스택 개발자,yolo;TypeScript;React;Node.js;JavaScript;AWS;Docker;Kotlin;Spring;GitHub,경력 5~15년,경력 5~15년,무관,학력무관,정규직,면접 후 결정,"",급성장중;자유로운 연차;휴가비 지원;아기 유니콘;유연근무제;점심지원,MVVM;GitHub;PostgreSQL;Recoil;Prometheus;Spring Boot;Next.js;Svelte;Yarn;Grafana;fastlane;TypeScript;REST API;GitHub Actions;NLP;PyTorch;Docker;JavaScript;MySQL;Notion;Remix;Flutter;CodePush;AWS;Spring Batch;Angular 2;NestJS;Python;yolo;Rust;QueryDSL;Loki;Argo;Node.js;Google Docs;Vite;Spring;React;Kotlin;TypeORM;Vue.js;Figma;Slack;Swift;React Native;Webpack;Kubernetes,기타;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,2025.08.13 00:00,2025.09.11 23:59,90,,5,15,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51689816,[제로아이즈] PM/기획 매니저,[제로아이즈] PM/기획 매니저,오래,(주)오래,오래,오래,12,개발 PM,Figma;Slack;Asana;notion.so,경력 7~10년,경력 7~10년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"",스타트업;급성장중;자유로운 연차;재택근무;유연근무제;영업이익 150% 급성장,Google Analytics;PostgreSQL;GitHub;GraphQL;Nuxt.js;Node.js;Asana;notion.so;Kotlin;TypeScript;REST API;Vue.js;Swagger UI;Figma;Docker;Slack;MySQL;Notion;Swift;Zeplin;AWS;ExpressJS,스타트업;중소기업;주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업,2025.08.31 00:00,2025.09.29 23:59,81,4,7,10,대졸(예정)
51689816,[제로아이즈] PM/기획 매니저,[제로아이즈] PM/기획 매니저,오래,(주)오래,오래,오래,3,웹 풀스택 개발자,Figma;Slack;Asana;notion.so,경력 7~10년,경력 7~10년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"",스타트업;급성장중;자유로운 연차;재택근무;유연근무제;영업이익 150% 급성장,Google Analytics;PostgreSQL;GitHub;GraphQL;Nuxt.js;Node.js;Asana;notion.so;Kotlin;TypeScript;REST API;Vue.js;Swagger UI;Figma;Docker;Slack;MySQL;Notion;Swift;Zeplin;AWS;ExpressJS,스타트업;중소기업;주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업,2025.08.31 00:00,2025.09.29 23:59,81,4,7,10,대졸(예정)
51540859,영상분야 AI 개발 시니어모집 (가산 근무),영상분야 AI 개발 시니어모집 (가산 근무),비솔,(주)비솔,비솔,비솔,12,개발 PM,OpenCV;TensorFlow;AI/인공지능;PyTorch;MachineLearning;AWS,경력 5~20년,경력 5~20년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접 후 결정,"","연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상",C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2025.08.12 00:00,2025.09.10 23:59,192,17,5,20,초대졸(예정)
51540859,영상분야 AI 개발 시니어모집 (가산 근무),영상분야 AI 개발 시니어모집 (가산 근무),비솔,(주)비솔,비솔,비솔,8,인공지능/머신러닝,OpenCV;TensorFlow;AI/인공지능;PyTorch;MachineLearning;AWS,경력 5~20년,경력 5~20년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접 후 결정,"","연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상",C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2025.08.12 00:00,2025.09.10 23:59,192,17,5,20,초대졸(예정)
51746475,Data Scientist in Financial (1~3년),Data Scientist in Financial (1~3년),페니로이스,(주)페니로이스,페니로이스,페니로이스,19,빅데이터 엔지니어,Python;R;BigData;MachineLearning,경력 1~3년,경력 1~3년,대학교졸업(4년) 이상,대졸(4년제) 이상,계약직,면접 후 결정,"","장기근속 포상;3호선 역세권 기업;평균연봉 6,000 이상",R;Sass;BigData;MachineLearning;Python,중소기업;주식회사,경영 컨설팅업,2025.09.04 00:00,2025.10.03 23:59,86,9,1,3,대졸(예정)
51540859,영상분야 AI 개발 시니어모집 (가산 근무),영상분야 AI 개발 시니어모집 (가산 근무),비솔,(주)비솔,비솔,비솔,15,SW/솔루션,OpenCV;TensorFlow;AI/인공지능;PyTorch;MachineLearning;AWS,경력 5~20년,경력 5~20년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접 후 결정,"","연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상",C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2025.08.12 00:00,2025.09.10 23:59,192,17,5,20,초대졸(예정)
51540859,영상분야 AI 개발 시니어모집 (가산 근무),영상분야 AI 개발 시니어모집 (가산 근무),비솔,(주)비솔,비솔,비솔,3,웹 풀스택 개발자,OpenCV;TensorFlow;AI/인공지능;PyTorch;MachineLearning;AWS,경력 5~20년,경력 5~20년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접 후 결정,"","연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상",C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2025.08.12 00:00,2025.09.10 23:59,192,17,5,20,초대졸(예정)
51689285,브랜드 자사몰 웹 개발 PM/PO,브랜드 자사몰 웹 개발 PM/PO,블루엘리펀트,(주)블루엘리펀트,블루엘리펀트,블루엘리펀트,12,개발 PM,React;Node.js;Git;Jira;Slack,경력 3~5년,경력 3~5년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"",영업이익 20% 지속성장;매출액 100억 기업;급성장중;매출액 150% 급성장;2호선 역세권 기업;매출액 20% 지속성장;영업이익 150% 급성장;영업이익률 20% 이상,TypeScript;Git;jQuery;Slack;PostgreSQL;HTML5;Node.js;Tailwind CSS;Jira;React,중소기업;주식회사;수출입 기업,안경 및 안경렌즈 제조업,2025.08.31 00:00,2025.09.29 23:59,36,3,3,5,초대졸(예정)
51689285,브랜드 자사몰 웹 개발 PM/PO,브랜드 자사몰 웹 개발 PM/PO,블루엘리펀트,(주)블루엘리펀트,블루엘리펀트,블루엘리펀트,3,웹 풀스택 개발자,React;Node.js;Git;Jira;Slack,경력 3~5년,경력 3~5년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"",영업이익 20% 지속성장;매출액 100억 기업;급성장중;매출액 150% 급성장;2호선 역세권 기업;매출액 20% 지속성장;영업이익 150% 급성장;영업이익률 20% 이상,TypeScript;Git;jQuery;Slack;PostgreSQL;HTML5;Node.js;Tailwind CSS;Jira;React,중소기업;주식회사;수출입 기업,안경 및 안경렌즈 제조업,2025.08.31 00:00,2025.09.29 23:59,36,3,3,5,초대졸(예정)
51689238,[DX사업본부] 서비스 기획자,[DX사업본부] 서비스 기획자,딥노이드,(주)딥노이드,딥노이드,딥노이드,12,개발 PM,Figma;MicrosoftOffice365;MySQL,경력 3~10년,경력 3~10년,무관,학력무관,정규직,면접 후 결정,"",연봉상승률 20% 이상;급성장중;코스닥;프리한 복장;7호선 역세권 기업;유연근무제,Microsoft Office 365;Spring Boot;React;gRPC;Kotlin;TypeScript;RDB;REST API;Shell;PyTorch;Figma;NoSql;Docker;Linux;MySQL;JavaScript;DICOM;Python;TensorFlow;WebRTC,중소기업;코스닥;주식회사;외부감사법인;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,2025.08.31 00:00,2025.09.29 23:59,108,8,3,10,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51689238,[DX사업본부] 서비스 기획자,[DX사업본부] 서비스 기획자,딥노이드,(주)딥노이드,딥노이드,딥노이드,3,웹 풀스택 개발자,Figma;MicrosoftOffice365;MySQL,경력 3~10년,경력 3~10년,무관,학력무관,정규직,면접 후 결정,"",연봉상승률 20% 이상;급성장중;코스닥;프리한 복장;7호선 역세권 기업;유연근무제,Microsoft Office 365;Spring Boot;React;gRPC;Kotlin;TypeScript;RDB;REST API;Shell;PyTorch;Figma;NoSql;Docker;Linux;MySQL;JavaScript;DICOM;Python;TensorFlow;WebRTC,중소기업;코스닥;주식회사;외부감사법인;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,2025.08.31 00:00,2025.09.29 23:59,108,8,3,10,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51692321,영상분야 AI 개발 신입모집 (가산 근무),영상분야 AI 개발 신입모집 (가산 근무),비솔,(주)비솔,비솔,비솔,15,SW/솔루션,OpenCV;TensorFlow;AI/인공지능;PyTorch;MachineLearning;AWS,신입,신입,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"","연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상",C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2025.08.29 00:00,2025.09.27 23:59,282,45,0,0,초대졸(예정)
51692321,영상분야 AI 개발 신입모집 (가산 근무),영상분야 AI 개발 신입모집 (가산 근무),비솔,(주)비솔,비솔,비솔,12,개발 PM,OpenCV;TensorFlow;AI/인공지능;PyTorch;MachineLearning;AWS,신입,신입,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"","연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상",C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2025.08.29 00:00,2025.09.27 23:59,282,45,0,0,초대졸(예정)
51692321,영상분야 AI 개발 신입모집 (가산 근무),영상분야 AI 개발 신입모집 (가산 근무),비솔,(주)비솔,비솔,비솔,8,인공지능/머신러닝,OpenCV;TensorFlow;AI/인공지능;PyTorch;MachineLearning;AWS,신입,신입,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"","연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상",C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2025.08.29 00:00,2025.09.27 23:59,282,45,0,0,초대졸(예정)
51691553,[판교]AI트레이너/데이터 관리자[경력],[판교]AI트레이너/데이터 관리자[경력],모비루스,(주)모비루스,모비루스,모비루스,22,블록체인,Python;TensorFlow;Keras;PyTorch,경력 2~10년,경력 2~10년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"","주거복지;매출액 100억 기업;급성장중;유연근무제;평균연봉 6,000 이상",AI/인공지능;C++;C;PyTorch;Qt;SW;GitHub;Embedded Linux;Keras;MCU;Python;TensorFlow,중소기업;주식회사,응용 소프트웨어 개발 및 공급업,2025.08.31 00:00,2025.09.29 23:59,149,10,2,10,대졸(예정)
51692321,영상분야 AI 개발 신입모집 (가산 근무),영상분야 AI 개발 신입모집 (가산 근무),비솔,(주)비솔,비솔,비솔,3,웹 풀스택 개발자,OpenCV;TensorFlow;AI/인공지능;PyTorch;MachineLearning;AWS,신입,신입,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"","연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상",C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",2025.08.29 00:00,2025.09.27 23:59,282,45,0,0,초대졸(예정)
51668314,PHP 서버개발자 1-3년 모집,PHP 서버개발자 1-3년 모집,리뷰닷컴,주식회사리뷰닷컴,리뷰닷컴,리뷰닷컴,12,개발 PM,jQuery;ApacheTomcat;GitHub;JavaScript;Java;Linux;Spring,경력 1~3년,경력 1~3년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"",프리한 복장;점심지원;성과급/상여금,Java;AI/인공지능;jQuery;Linux;GitHub;JavaScript;Apache Tomcat;Spring,"",광고·홍보·전시,2025.08.27 00:00,2025.09.25 23:59,54,5,1,3,초대졸(예정)
51668314,PHP 서버개발자 1-3년 모집,PHP 서버개발자 1-3년 모집,리뷰닷컴,주식회사리뷰닷컴,리뷰닷컴,리뷰닷컴,21,기술지원,jQuery;ApacheTomcat;GitHub;JavaScript;Java;Linux;Spring,경력 1~3년,경력 1~3년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"",프리한 복장;점심지원;성과급/상여금,Java;AI/인공지능;jQuery;Linux;GitHub;JavaScript;Apache Tomcat;Spring,"",광고·홍보·전시,2025.08.27 00:00,2025.09.25 23:59,54,5,1,3,초대졸(예정)
51668314,PHP 서버개발자 1-3년 모집,PHP 서버개발자 1-3년 모집,리뷰닷컴,주식회사리뷰닷컴,리뷰닷컴,리뷰닷컴,3,웹 풀스택 개발자,jQuery;ApacheTomcat;GitHub;JavaScript;Java;Linux;Spring,경력 1~3년,경력 1~3년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,회사내규에 따름,"",프리한 복장;점심지원;성과급/상여금,Java;AI/인공지능;jQuery;Linux;GitHub;JavaScript;Apache Tomcat;Spring,"",광고·홍보·전시,2025.08.27 00:00,2025.09.25 23:59,54,5,1,3,초대졸(예정)
51747136,개발계획 및 개발진행 PM(15-20년),개발계획 및 개발진행 PM(15-20년),WATA Inc.,(주)와따에이아이,WATA Inc.,와따에이아이,12,개발 PM,GitHub;Jira;Java;AWS;RDB;AWSCloudDevelopmentKit;RESTAPI;SpringFramework,경력 15~20년,경력 15~20년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접 후 결정,"","평균연봉 상위 10%;스타트업;급성장중;장기근속 포상;자유로운 연차;점심지원;평균연봉 7,000 이상",C#;Java;C++;SW;JSP;GitHub;R Language;React;Jira;AWS Cloud Development Kit;REST API;RDB;Linux;Unity;Objective-C;Spring Framework;Swift;Android OS;AWS;Python,스타트업;중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업,2025.09.04 00:00,2025.10.03 23:59,33,1,15,20,초대졸(예정)
